KATEGORI,PERTANYAAN,JAWABAN,REFERENSI
Informasi Gizi,Definisi Gizi,"Gizi adalah ilmu yang mempelajari tentang nutrisi dan zat-zat yang terkandung dalam makanan yang dibutuhkan oleh tubuh untuk pertumbuhan, perkembangan, dan pemeliharaan kesehatan.",WHO (World Health Organization). (2018). Nutrition
Informasi Gizi,Jenis-jenis Nutrisi untuk dikatakan bergizi mengandung apa saja,"Karbohidrat: Sumber energi utama bagi tubuh; Protein: Penting untuk pertumbuhan dan perbaikan jaringan tubuh; Lemak: Sumber energi dan membantu penyerapan vitamin; Vitamin: Penting untuk berbagai fungsi tubuh, seperti metabolisme dan kekebalan tubuh; Mineral: Penting untuk berbagai fungsi tubuh, seperti pembentukan tulang dan fungsi otot.","Kemenkes RI (Kementerian Kesehatan Republik Indonesia). (2020). Pedoman Gizi Seimbang; Almatsier, S. (2004). Prinsip Dasar Ilmu Gizi."
Informasi Gizi,Dampak Kekurangan Gizi,"Kekurangan gizi dapat menyebabkan berbagai masalah kesehatan, seperti: Kekurangan energi: Kelelahan, kelemahan, dan penurunan produktivitas; Kekurangan protein: Pertumbuhan terhambat, penurunan massa otot, dan edema; Kekurangan vitamin dan mineral: Berbagai masalah kesehatan, seperti anemia, osteoporosis, dan gangguan penglihatan.","Almatsier, S. (2004). Prinsip Dasar Ilmu Gizi; Gibney, M. J., et al. (2009). Gizi dan Kesehatan Masyarakat."
PPKS,Apa tujuan utama dari terbentuknya Satyagatra,"Untuk mendukung keluarga menjalankan fungsi keluarga secara optimal dan mewujudkan keluarga berkualitas .
 Untuk mendukung keluarga menjalankan fungsi keluarga secara optimal dan mewujudkan keluarga berkualitas.",Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa itu Satyagatra?,"Kepanjangan dari Pusat Pelayanan Keluarga Sejahtera yang selanjutnya disebut Satyagatra adalah wadah kegiatan terpadu yang mudah diakses oleh masyarakat, dengan kegiatan dan/atau rangkaian kegiatan pelayanan keluarga sesuai siklus hidup yang dilaksanakan dalam bentuk komunikasi, informasi dan edukasi, konsultasi dan konseling serta pendampingan maupun rujukan.",Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Kapan Satyagtra mulai dibentuk?,Satyagatra mulai dibentuk pada tahun 2012 oleh BKKBN untuk memperkuat ketahanan keluarga dan menurunkan kerentanan keluarga dengan akronim PPKS,Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa akronim awal sebelum menjadi Satyagatra?,PPKS ( Pusat Pelayanan Keluarga Sejahtera ) .,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Tahun berapa nama Satyagatra mulai digunakan secara resmi?,Tahun 2023 berdasarkan Peraturan BKKBN Nomor 15 Tahun 2023.,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa saja jenis pelayanan di Satyagatra?,"8 Layanan Utama dan 1 layanan lainnya :
 1. Pelayanan data dan informasi program bangga kencana 
 2. Konsultasi dan Konseling keluarga balita dan anak
 3. Konsultasi dan Konseling keluarga remaja dan remaja 
 4. Konsultasi dan Konseling pra nikah
 5. Konsultasi dan Konseling keluarga lansia dan lansia
 6. Konsultasi dan Konseling KB dan Kesehatan Reproduksi 
 7. Konsultasi dan Konseling Keluarga harmonis 
 8. Konsultasi dan Konseling Usaha Ekonomi Keluarga
 Layanan lainnya merupakan pelayanan pendukung sebagai bentuk integrasi pelayanan ddengan mita kerja",Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
PPKS,Apa definisi sistem rujukan?,Proses mencari bantuan ke fasilitas dengan sumber daya lebih baik saat tenaga kesehatan tidak mampu menangani suatu kondisi.,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa itu rujukan satyagatra secara vertikal?,Rujukan ke fasilitas kesehatan dengan tingkat pelayanan lebih tinggi,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa itu rujukan satyagatra secara horizontal?,Rujukan ke fasilitas dengan jenis yang sama namun kompetensi berbeda.,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa tujuan dari sistem rujukan Satyagatra?,Untuk melimpahkan tugas kepada mitra kerja yang lebih kompeten jika Satyagatra tidak mampu menangani masalah klien.,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Siapa klien dalam konteks Satyagatra?,Orang yang menerima layanan konsultasi dan konseling.,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Ada dimana Satyagatra?,"Ada tiga tingkatan yaitu tingkat Provinsi, Kabupaten/Kota dan Kecamatan. Setiap pembentukan harus ada Surat Keputusan Pengelola dan Pelaksana dari perangkat daerah di wilayah tersebut.",Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
PPKS,Apa saja prinsip pelaksanaan rujukan Satyagatra?,"Berdasarkan permasalahan, ditujukan pada lembaga pemerintah/non-pemerintah, dan bisa antar wilayah maupun lebih tinggi.",Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Siapa yang disebut pengelola Satyagatra?,Seseorang atau sekelompok orang yang mendapat mandat untuk mengelola Satyagatra.,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa dasar hukum utama penyelenggaraan Satyagatra?,"UU No. 52 Tahun 2009, UU No. 25 Tahun 2009, PP No. 87 Tahun 2014, dan Peraturan BKKBN No. 15 Tahun 2023",Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa tujuan rujukan pelayanan di Satyagatra?,Memberikan pelayanan lanjutan bagi klien yang tidak bisa ditangani langsung di Satyagatra.,Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa itu keluarga berkualitas menurut Satyagatra?,"Keluarga yang sejahtera, sehat, mandiri, harmonis, dan bertakwa kepada Tuhan.",Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Siapa yang disebut sebagai Konselor dalam Pelaksana Pelayanan Teknis Satyagatra?,"Konselor adalah seseorang atau sekelompok orang yang memiliki kompetensi dan informasi terkait kependudukan secara umum, serta keluarga berencana dan pembangunan keluarga secara khusus.",Panduan Praktis Sistem Rujukan Pusat Pelayanan Keluarga Sejahtera (SATYAGATRA) BKKBN 2023
PPKS,Apa definisi konseling?,Konseling adalah suatu pertemuan langsung dengan individu yang bertujuan memberikan bantuan agar individu dapat menyesuaikan diri secara lebih efektif dengan dirinya sendiri dan lingkungannya.,Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa perbedaan utama antara konsultasi dan konseling?,"Konsultasi adalah proses pemberian bantuan secara tidak langsung oleh seorang ahli kepada seseorang di bidang tertentu, sedangkan konseling adalah proses bantuan langsung (tatap muka) untuk membantu individu mengatasi masalah dan mengembangkan potensinya.",Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa tujuan utama konseling secara umum?,Tujuannya adalah membantu pertumbuhan dan perkembangan individu serta membantunya agar dapat berperan aktif di lingkungan sosialnya.,Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa saja manfaat konseling?,"Manfaat konseling antara lain: memandu, menyembuhkan, memfasilitasi, memodifikasi, merekonstruksi, mengembangkan, mengkomunikasikan, mempengaruhi, dan mengorganisasi.",Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa saja teknik dasar dalam konseling?,"Teknik dasar konseling meliputi: rapport, attending, empati, acceptance, restatement, reflection of feeling, klarifikasi, parafrasing, konfrontasi, bertanya (terbuka dan tertutup), eksplorasi, interpretasi, menyimpulkan sementara dan akhir, serta termination.",Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Bagaimana tahapan konseling secara umum?,"Terdiri dari 3 tahap: (1) Tahap awal (membangun hubungan dan mengidentifikasi masalah), (2) Tahap pertengahan (menjelajahi masalah dan memberikan bantuan), dan (3) Tahap akhir (evaluasi, perubahan perilaku, dan pengakhiran).",Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa saja etika yang harus dijunjung dalam konseling?,"Etika konseling meliputi tanggung jawab profesi, menjaga kerahasiaan, memberikan informasi yang relevan, dan menyadari pengaruh konselor dalam hubungan konseling.",Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa jenis-jenis konseling berdasarkan tema atau sasaran?,"Konseling pendidikan, pekerjaan, keluarga, perkawinan, agama, rehabilitasi, individual, dan kelompok.",Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa saja pendekatan konseling yang dibahas dalam panduan?,"Tiga pendekatan utama: (1) Psikoanalisis, (2) Behavioristik, (3) Humanistik.",Panduan Konseling Bagi Konselor Pusat Pelayanan Keluarga Sejahtera (PPKS)
PPKS,Apa saja prinsip kemitraan di Satyagatra?,"Ada 3 prinsip yaitu Kesetaraan atau keseimbangan (equity); Transparansi, meliputi transparansi pengelolaan informasi dan keuangna serta prinsip saling menguntungkan dimana kemitraan harus membawa manfaat bagi semua pihak yang terlibat.",Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
PPKS,Apakah ada dukungan penganggaran dalam pengelolaan satyagatra?,Ada 3 hal yang khusus perlu dukungan penganggaran untuk penyelenggaraan Satyagatra seperti: Honorarium untuk tenaga pelaksana dan pengelola satyagatra; Biaya operasional Satyagatra dan Biaya Sosialisasi dan Promosi,Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
PPKS,Perlukah Satyagatra menjalin kerjasama sistem rujukan?,"Iya, Satyagatra memerlukan menjaring kemitraan dengan fasilitas lain terkait tindak lanjut hasil konsultasi (rujukan). Misalnya hasil konseling keluarga ditengarai terjadi kekerasan dalam rumah tangga maka perlu jejaring kemitraan dengan LPPA maupun dengan psikolog keluarga. Selain itu rujukan lain terkait kasus medis dengan fasilitas pelayanan kesehatan terdekat.",Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
PPKS,Mitra kerja apa saja yang dapat bekerjasama dengan Satyagatra?,"Instansi pemerintah (seperti Dinas Sosial, Dinas Kesehatan, DP3AP2KB, dsb), Instansi swasta, Lembaga Pendidikan, Komunitas/Masyarakat dan Media",Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
PPKS,Apakah ada sistem pencatatan dan pelaporan pelayanan di Satyagatra?,Pencatatan dan pelaporan layanan semua terlaporkan di SIGA (Sistem Informasi Keluarga),Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
PPKS,Apa saja hasil akhir pelayanan di Satyagatra?,"Pengelola dan Konselor membagi hasil pelayanan dalam 3 jenis yaitu Pelayanan tuntas, pelayanan berulang dan pelayanan rujukan. Khusus untuk pelayanan rujukan perlu ada formulir-formulir yang perlu dilengkapi untuk ke fasilitas pelayanan kesehatan",Direktorat Bina Keluarga Lansia dan Rentan. 2024. Modul Pelayanan Satyagatra Terintegrasi. Kementerian Kependudukan dan Pembangunan Keluarga/Badan Kependudukan dan Keluarga Berencana Nasional.
Pemberdayaan Ekonomi Keluarga,Apa itu UMKM?,"Usaha Mikro, Kecil, dan Menengah.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Siapa yang termasuk usaha mikro?,Usaha dengan omzet maksimal Rp300 juta per tahun.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa ciri utama usaha kecil?,"Memiliki omzet Rp300 juta – Rp2,5 miliar per tahun.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,UMKM diatur dalam undang-undang apa?,UU No. 20 Tahun 2008.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apakah UMKM wajib punya NIB?,"Ya, untuk legalitas usaha.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa manfaat punya NIB?,"Legalitas, akses pembiayaan, dan kemudahan izin usaha.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu NIB?,Nomor Induk Berusaha.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa contoh UMKM?,"Warung makan, usaha laundry, kerajinan tangan.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa tujuan pelatihan UMKM?,Meningkatkan kapasitas dan daya saing usaha.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apakah UMKM bisa ekspor?,"Bisa, dengan syarat dan pelatihan yang tepat.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa tantangan utama UMKM?,"Modal, pemasaran, dan digitalisasi.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Bagaimana cara UMKM go digital?,"Gunakan media sosial, marketplace, dan pembayaran online.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu sertifikasi halal UMKM?,Sertifikat produk halal dari MUI atau BPJPH.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apakah UMKM bisa dapat bantuan pemerintah?,"Bisa, seperti bantuan BPUM atau KUR",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu KUR?,"Kredit Usaha Rakyat, pinjaman bersubsidi untuk UMKM.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa manfaat bergabung dengan koperasi UMKM?,"Akses modal, pelatihan, dan jaringan usaha.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Bagaimana UMKM bisa naik kelas?,"Tingkatkan kualitas produk, manajemen, dan pemasaran.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu digital marketing untuk UMKM?,"Promosi online lewat media sosial, iklan digital, dll.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa platform jualan online untuk UMKM?,"Tokopedia, Shopee, Bukalapak, dan lainnya.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Kenapa UMKM penting bagi ekonomi?,Menyerap tenaga kerja dan mendorong pertumbuhan ekonomi lokal.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Kenapa perlu pencatatan keuangan?,Agar keuangan usaha lebih tertata dan jelas.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu laporan laba rugi?,Laporan untung-rugi usaha dalam periode tertentu.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu arus kas?,Catatan pemasukan dan pengeluaran uang.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Kenapa penting punya rekening usaha sendiri?,Memisahkan uang pribadi dan usaha.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu Rencana Usaha (Business Plan)?,Dokumen rencana pengembangan usaha.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu break-even point (BEP)?,"Titik balik modal, tidak rugi dan belum untung.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu margin keuntungan?,Selisih harga jual dan biaya produksi.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Kenapa penting buat harga jual yang tepat?,Agar usaha tetap untung dan kompetitif.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu stok barang?,Persediaan produk untuk dijual.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Kenapa perlu manajemen stok?,Menghindari kerugian karena barang rusak atau kedaluwarsa.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu branding?,Citra dan identitas usaha di mata pelanggan.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Kenapa penting punya logo usaha?,Untuk pengenalan dan identitas visual.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu target pasar?,Kelompok konsumen yang dituju.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa manfaat promosi?,Menarik pelanggan baru dan menjaga loyalitas,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu strategi harga?,Menentukan harga agar kompetitif dan menguntungkan.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Kenapa penting survei pasar?,Mengetahui kebutuhan dan perilaku konsumen,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu digital marketing?,Promosi usaha melalui media digital.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Platform apa saja yang bisa digunakan UMKM?,"Instagram, WhatsApp, Shopee, Tokopedia.",Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa manfaat media sosial untuk UMKM?,Meningkatkan jangkauan promosi.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
Pemberdayaan Ekonomi Keluarga,Apa itu konten marketing?,Promosi lewat informasi atau hiburan yang relevan.,Mentor Bisnis Komunitas Pengusaha Tangan di Atas (TDA)
